APP_ID_C,target
app_109049,3.25033206112e-271
app_109050,1.89334600819e-274
app_109051,9.70909655267e-271
app_109052,4.42866847848e-272
app_109053,4.93596362155e-272
app_109054,2.29647717517e-273
app_109055,4.34564122787e-275
app_109056,1.06544614375e-277
app_109057,3.61017935543e-275
app_109058,2.33440782488e-282
app_109059,1.00856139842e-275
app_109060,2.486266108e-279
app_109061,4.41950771152e-282
app_109062,3.49538729619e-276
app_109063,1.65375694039e-271
app_109064,4.84986110838e-75
app_109065,4.72041125021e-273
app_109066,3.17955988345e-278
app_109067,5.63829083096e-271
app_109068,4.59301872238e-277
app_109069,1.0366020452e-273
app_109070,2.30026021644e-271
app_109071,8.59801190167e-277
app_109072,5.1234652688e-274
app_109073,2.85853223664e-283
app_109074,4.17301153039e-276
app_109075,4.72041125021e-273
app_109076,4.33624334515e-275
app_109077,4.04202007975e-279
app_109078,2.24472996366e-277
app_109079,1.33090451479e-276
app_109080,7.27139961871e-272
app_109081,1.36123539304e-273
app_109082,4.46964010834e-277
app_109083,6.88302835524e-271
app_109084,2.06402866297e-281
app_109085,2.47698537566e-276
app_109086,3.44431770017e-278
app_109087,1.55107898102e-273
app_109088,1.5760345982e-274
app_109089,3.38116591401e-277
app_109090,8.78280599152e-272
app_109091,4.02107922211e-284
app_109092,1.34023995177e-277
app_109093,1.70602794677e-271
app_109094,1.15098077496e-276
app_109095,4.39864961039e-271
app_109096,5.28797723115e-275
app_109097,2.2697106376e-271
app_109098,4.52166085843e-272
app_109099,3.161459265e-267
app_109100,7.84028115613e-276
app_109101,2.16174069592e-283
app_109102,1.75837483123e-270
app_109103,2.32036158305e-271
app_109104,2.84186942541e-280
app_109105,9.67557899159e-271
app_109106,3.26896292708e-271
app_109107,1.3720822435e-270
app_109108,3.63740598842e-278
app_109109,6.68407235844e-278
app_109110,1.19569393303e-271
app_109111,1.63613348868e-276
app_109112,1.04102431386e-275
app_109113,1.70142209307e-271
app_109114,2.77121478905e-277
app_109115,1.02286678954e-277
app_109116,1.22032961035e-273
app_109117,7.10846585172e-277
app_109118,1.64457694493e-276
app_109119,9.93940220758e-281
app_109120,7.19256698696e-276
app_109121,1.08125624344e-277
app_109122,8.99849223917e-276
app_109123,6.14099374166e-275
app_109124,9.23934084814e-280
app_109125,2.20652791299e-272
app_109126,4.19432536997e-279
app_109127,6.83196751871e-271
app_109128,7.17943916605e-282
app_109129,4.27190335713e-274
app_109130,4.46539764667e-274
app_109131,1.58869492812e-275
app_109132,2.24936285868e-270
app_109133,3.95108343348e-274
app_109134,3.28525708603e-276
app_109135,9.42541781458e-277
app_109136,1.01028633669e-271
app_109137,4.56229527836e-274
app_109138,4.95998387648e-276
app_109139,3.3983094329e-284
app_109140,5.28877392464e-277
app_109141,2.20652791299e-272
app_109142,7.3980418162e-281
app_109143,1.39741991137e-283
app_109144,1.54967841485e-278
app_109145,1.60894459107e-271
app_109146,5.49867374942e-275
app_109147,1.80293810122e-270
app_109148,1.03897529041e-273
app_109149,8.44207323534e-276
app_109150,2.24936285868e-270
app_109151,8.51151916336e-276
app_109152,1.27777094199e-273
app_109153,2.64013772286e-271
app_109154,2.74056506039e-277
app_109155,1.86795820666e-282
app_109156,2.00290354989e-273
app_109157,5.31996606299e-282
app_109158,3.64585211943e-281
app_109159,4.04220517279e-271
app_109160,1.34889466176e-272
app_109161,2.08823463203e-272
app_109162,1.05813440842e-276
app_109163,1.52757526108e-275
app_109164,1.04593823585e-85
app_109165,2.77135453782e-275
app_109166,6.79930839345e-278
app_109167,4.31195769073e-271
app_109168,4.70889085903e-280
app_109169,2.6361427485e-271
app_109170,2.54918116213e-271
app_109171,2.73474983273e-276
app_109172,5.04152074617e-277
app_109173,1.45431969621e-279
app_109174,9.65139081938e-283
app_109175,1.56726108475e-274
app_109176,9.07086473012e-271
app_109177,1.1489364719e-272
app_109178,9.27491376619e-279
app_109179,2.38828327488e-279
app_109180,1.95231962112e-272
app_109181,3.36552633523e-277
app_109182,2.54918116213e-271
app_109183,1.59775202745e-277
app_109184,7.88593218974e-275
app_109185,7.50148702752e-277
app_109186,3.26188404466e-277
app_109187,1.23527653401e-273
app_109188,1.56188458596e-270
app_109189,4.64893890954e-278
app_109190,5.86689143908e-277
app_109191,3.87308488986e-274
app_109192,1.07277752071e-270
app_109193,1.62457650506e-276
app_109194,3.28700409312e-274
app_109195,4.71366237945e-277
app_109196,3.15762178029e-275
app_109197,4.86940496923e-274
app_109198,1.73296265966e-278
app_109199,5.04118044766e-281
app_109200,6.44142519363e-278
app_109201,9.70909655267e-271
app_109202,2.76954243732e-276
app_109203,2.29647717517e-273
app_109204,1.05156269999e-275
app_109205,5.39268327738e-280
app_109206,1.74831308422e-276
app_109207,7.09268334727e-275
app_109208,1.62192463571e-278
app_109209,7.56210051507e-273
app_109210,1.32741650551e-280
app_109211,2.06580919956e-281
app_109212,6.27121150035e-277
app_109213,5.27695343851e-274
app_109214,2.70054272462e-274
app_109215,7.94228649613e-277
app_109216,3.00418763339e-277
app_109217,9.70909655267e-271
app_109218,5.31517361927e-271
app_109219,2.34194049905e-277
app_109220,4.52586264236e-282
app_109221,2.29647717517e-273
app_109222,3.13478256039e-274
app_109223,1.31752152148e-280
app_109224,2.80847442681e-278
app_109225,5.56904104851e-271
app_109226,3.6529799641e-278
app_109227,5.2434559837e-283
app_109228,1.28414764969e-272
app_109229,3.04244633879e-285
app_109230,1.31291981827e-275
app_109231,6.12509776843e-277
app_109232,1.58044089735e-275
app_109233,5.53899387107e-284
app_109234,1.98680755494e-277
app_109235,1.15587624117e-270
app_109236,7.54275789491e-283
app_109237,1.08730387062e-273
app_109238,1.29062820137e-270
app_109239,9.70909655267e-271
app_109240,3.22909435224e-276
app_109241,3.23156384476e-278
app_109242,3.86103859318e-273
app_109243,2.19248456155e-281
app_109244,6.21118506656e-276
app_109245,3.78108192927e-277
app_109246,2.65993751998e-278
app_109247,6.56122230058e-271
app_109248,4.47992422735e-83
app_109249,3.61158327769e-283
app_109250,2.48691888404e-276
app_109251,5.09327368326e-283
app_109252,1.74913775076e-280
app_109253,7.45627045222e-278
app_109254,1.24096177107e-270
app_109255,1.04674545905e-274
app_109256,2.15633203443e-279
app_109257,1.59734224601e-274
app_109258,4.47992422735e-83
app_109259,8.89377469581e-277
app_109260,9.52049376381e-271
app_109261,6.92960383258e-271
app_109262,1.27083059658e-270
app_109263,1.4193962566e-277
app_109264,9.99800360032e-278
app_109265,3.26435489427e-273
app_109266,4.95192876698e-276
app_109267,7.42155239585e-273
app_109268,6.55900024852e-271
app_109269,6.07753659074e-278
app_109270,4.85365457732e-276
app_109271,4.12603207799e-274
app_109272,9.70909655267e-271
app_109273,2.68549381777e-272
app_109274,5.65673592374e-279
app_109275,4.696282278e-281
app_109276,1.98289073144e-274
app_109277,7.09841093645e-280
app_109278,6.1398737404e-279
app_109279,7.58434046977e-276
app_109280,2.85304136847e-281
app_109281,2.28641201564e-281
app_109282,5.54373111381e-272
app_109283,1.10762990801e-279
app_109284,3.9266860948e-284
app_109285,1.80293138346e-281
app_109286,2.7528977573e-275
app_109287,1.34795761137e-275
app_109288,1.59711969788e-271
app_109289,2.16022247033e-270
app_109290,4.97443613347e-271
app_109291,5.08785229655e-277
app_109292,7.5045884474e-277
app_109293,2.44579286252e-275
app_109294,1.55432713752e-281
app_109295,3.48388686413e-271
app_109296,6.55856347403e-271
app_109297,8.54852255559e-275
app_109298,9.70909655267e-271
app_109299,6.55900024852e-271
app_109300,2.32036158305e-271
app_109301,1.82533912413e-285
app_109302,8.08623074116e-273
app_109303,9.70909655267e-271
app_109304,4.53048694132e-274
app_109305,7.58437644977e-270
app_109306,2.08174626783e-274
app_109307,1.56445019492e-276
app_109308,3.30170683012e-275
app_109309,3.11099622667e-270
app_109310,2.19809502427e-276
app_109311,1.28995743808e-279
app_109312,2.8164405865e-272
app_109313,1.38783015709e-273
app_109314,1.22407018565e-275
app_109315,2.19884945335e-281
app_109316,3.23057817817e-272
app_109317,9.70909655267e-271
app_109318,1.31222693258e-272
app_109319,1.10543286515e-285
app_109320,3.66902944207e-279
app_109321,4.2925197939e-271
app_109322,3.71290774244e-276
app_109323,1.49033256868e-281
app_109324,1.25231766119e-273
app_109325,3.77694701229e-285
app_109326,2.80039327719e-276
app_109327,9.3663930678e-277
app_109328,1.5442787536e-279
app_109329,9.92912522984e-278
app_109330,9.71941898823e-283
app_109331,4.17386650877e-276
app_109332,9.70909655267e-271
app_109333,1.18334915619e-272
app_109334,1.651393103e-275
app_109335,4.87613116677e-271
app_109336,1.72756841482e-268
app_109337,9.37599054562e-277
app_109338,2.3846896399e-275
app_109339,3.58410220413e-275
app_109340,2.92283206794e-272
app_109341,1.3000436843e-280
app_109342,1.16699923991e-270
app_109343,1.98725475234e-278
app_109344,3.25312421744e-280
app_109345,3.01979488946e-276
app_109346,4.58144958571e-276
app_109347,4.19622896403e-278
app_109348,7.48751053917e-273
app_109349,1.47618351969e-283
app_109350,2.56592105491e-280
app_109351,6.03569356787e-277
app_109352,3.25765286024e-275
app_109353,1.60527931402e-270
app_109354,1.89349725765e-283
app_109355,7.10359240397e-276
app_109356,1.70832919052e-274
app_109357,6.04862344222e-282
app_109358,6.47247407522e-277
app_109359,2.30026021644e-271
app_109360,1.40122156215e-277
app_109361,1.56030674712e-271
app_109362,1.34297154273e-271
app_109363,1.31378257488e-276
app_109364,3.26896292708e-271
app_109365,4.15906173398e-274
app_109366,1.77809706282e-276
app_109367,1.3594206176e-271
app_109368,2.18608029791e-273
app_109369,3.73155249757e-275
app_109370,3.28802013679e-274
app_109371,7.92795367066e-271
app_109372,7.29298180033e-278
app_109373,1.87593532856e-274
app_109374,1.98565359141e-274
app_109375,9.8963053828e-277
app_109376,1.06159497519e-280
app_109377,1.44668957477e-282
app_109378,5.14852715577e-284
app_109379,2.46212432934e-275
app_109380,8.1411611442e-274
app_109381,4.16226083894e-273
app_109382,1.6816225652e-283
app_109383,4.01910039453e-271
app_109384,1.68348878252e-282
app_109385,4.71506818982e-266
app_109386,8.81552308362e-274
app_109387,4.40137757653e-277
app_109388,1.00797510526e-279
app_109389,6.55900024852e-271
app_109390,2.68283885177e-277
app_109391,4.71520552351e-271
app_109392,1.24841494429e-265
app_109393,3.88741780029e-274
app_109394,9.08292355236e-283
app_109395,4.55405367639e-271
app_109396,4.47042976159e-281
app_109397,2.53874555046e-274
app_109398,1.87787567363e-277
app_109399,9.77402943772e-280
app_109400,2.70050931682e-272
app_109401,1.81137988916e-277
app_109402,3.26896292708e-271
app_109403,1.53187210787e-277
app_109404,6.2585154289e-272
app_109405,2.15430838086e-276
app_109406,1.7504550536e-275
app_109407,8.30493122789e-277
app_109408,1.00644919249e-270
app_109409,4.84931831689e-274
app_109410,1.04802692818e-270
app_109411,1.18457223663e-274
app_109412,7.31395693147e-282
app_109413,1.97866829111e-273
app_109414,2.51427517608e-279
app_109415,4.37814357926e-273
app_109416,2.16194041364e-276
app_109417,1.80630103645e-279
app_109418,1.7451673598e-271
app_109419,1.30643616099e-270
app_109420,2.01143285489e-274
app_109421,6.04906254351e-277
app_109422,1.61771244201e-277
app_109423,1.9361747474e-273
app_109424,7.13014029812e-271
app_109425,7.4507347541e-281
app_109426,1.19007693604e-274
app_109427,1.01529004508e-273
app_109428,1.35228009085e-277
app_109429,9.70909655267e-271
app_109430,7.24717071953e-271
app_109431,7.67306400628e-271
app_109432,5.04853825765e-277
app_109433,4.04114744262e-275
app_109434,1.79138112238e-280
app_109435,2.37458364633e-274
app_109436,8.92520335977e-283
app_109437,1.15326526155e-278
app_109438,4.91734207633e-280
app_109439,4.8728122322e-271
app_109440,3.76840856789e-271
app_109441,2.18533010336e-276
app_109442,2.01519865416e-274
app_109443,5.05248649513e-283
app_109444,4.37862186162e-277
app_109445,1.27041161985e-276
app_109446,1.1490451118e-275
app_109447,8.73637337418e-279
app_109448,6.34668494658e-278
app_109449,8.6381635191e-278
app_109450,8.39335961994e-272
app_109451,2.66446212896e-272
app_109452,1.02146170215e-274
app_109453,1.43537989923e-275
app_109454,8.72082707635e-274
app_109455,2.03362508481e-276
app_109456,8.14498426636e-275
app_109457,1.37419186565e-276
app_109458,2.23553483351e-274
app_109459,3.38862125882e-271
app_109460,2.52924642657e-276
app_109461,3.55656584354e-275
app_109462,5.82366910877e-275
app_109463,2.16468229214e-281
app_109464,2.13777395433e-277
app_109465,5.57601082382e-278
app_109466,9.18025656065e-274
app_109467,8.58558416217e-280
app_109468,5.57601082382e-278
app_109469,6.55900024852e-271
app_109470,5.81326119091e-275
app_109471,5.57601082382e-278
app_109472,4.17393240284e-273
app_109473,1.47074179362e-274
app_109474,1.14258378986e-274
app_109475,2.3221440471e-270
app_109476,0.0218868103212
app_109477,6.56122230058e-271
app_109478,9.70909655267e-271
app_109479,7.0136496326e-283
app_109480,4.67684207272e-274
app_109481,2.98134475277e-278
app_109482,1.60901501426e-277
app_109483,5.72983300703e-276
app_109484,4.80653712317e-272
app_109485,9.58700958755e-278
app_109486,4.6813081952e-271
app_109487,1.21178759072e-271
app_109488,1.1893834486e-272
app_109489,1.61505294964e-272
app_109490,2.41739283664e-274
app_109491,2.24048745088e-264
app_109492,2.51196428592e-272
app_109493,1.25565566073e-270
app_109494,8.17447943263e-277
app_109495,7.97731081802e-273
app_109496,1.56742068045e-271
app_109497,1.66285396589e-271
app_109498,2.37437411407e-273
app_109499,7.13014029812e-271
app_109500,2.08153148358e-271
app_109501,6.85575561032e-271
app_109502,3.32862292591e-277
app_109503,4.3711808589e-283
app_109504,9.32353874585e-276
app_109505,6.60134800209e-278
app_109506,1.49445903224e-277
app_109507,2.79945920854e-274
app_109508,4.95966959821e-275
app_109509,1.22576265927e-282
app_109510,2.67076778214e-274
app_109511,2.16938950573e-271
app_109512,7.10199483541e-276
app_109513,7.05126842376e-275
app_109514,1.3914603167e-274
app_109515,1.22032961035e-273
app_109516,2.6361427485e-271
app_109517,1.61415396494e-277
app_109518,1.01694986728e-274
app_109519,7.01693238032e-269
app_109520,2.53360251163e-281
app_109521,1.28794226303e-271
app_109522,1.5944930517e-273
app_109523,1.8253183096e-281
app_109524,5.3276599605e-271
app_109525,1.43213817144e-279
app_109526,7.07386327451e-281
app_109527,3.27381647712e-275
app_109528,6.92960383258e-271
app_109529,5.06491957744e-282
app_109530,2.29647717517e-273
app_109531,2.30026021644e-271
app_109532,2.02871853438e-275
app_109533,1.12473300425e-283
app_109534,4.11820678553e-271
app_109535,7.45506376449e-282
app_109536,5.76109944685e-277
app_109537,4.34985014895e-273
app_109538,2.0219074116e-271
app_109539,9.06847872028e-87
app_109540,1.94269224124e-271
app_109541,1.88994188222e-272
app_109542,2.16208822778e-276
app_109543,7.52313573447e-280
app_109544,4.0635879894e-276
app_109545,3.91974771015e-283
app_109546,1.71109529312e-276
app_109547,2.46646517243e-282
app_109548,2.22226522535e-282
app_109549,1.37973232545e-275
app_109550,1.95399207126e-277
app_109551,3.26896292708e-271
app_109552,5.15294201742e-273
app_109553,1.38279695579e-273
app_109554,3.29386113234e-271
app_109555,1.69242151161e-280
app_109556,7.77414872894e-273
app_109557,5.54209099563e-273
app_109558,2.26352233799e-281
app_109559,5.15294201742e-273
app_109560,4.37424181521e-283
app_109561,7.1053915635e-273
app_109562,3.91365133378e-277
app_109563,3.54207869275e-278
app_109564,1.50523401587e-280
app_109565,6.55900024852e-271
app_109566,5.15294201742e-273
app_109567,7.5652987076e-271
app_109568,2.48010523329e-271
app_109569,2.28399222293e-273
app_109570,3.77506957157e-277
app_109571,4.73061102092e-278
app_109572,5.44712696591e-281
app_109573,7.19937339799e-273
app_109574,5.33698674104e-278
app_109575,3.3593470659e-275
app_109576,2.30026021644e-271
app_109577,3.11099622667e-270
app_109578,4.55405367639e-271
app_109579,4.82254954383e-277
app_109580,5.18219280446e-283
app_109581,1.28623421188e-276
app_109582,2.95185083518e-275
app_109583,2.48271130379e-273
app_109584,3.80513021567e-283
app_109585,7.18325762209e-271
app_109586,5.50285110224e-284
app_109587,1.00013737518e-274
app_109588,6.69229879404e-273
app_109589,9.3156939803e-277
app_109590,7.30436949682e-275
app_109591,4.27549631009e-285
app_109592,6.91397707665e-275
app_109593,1.25596151046e-271
app_109594,1.49921633913e-281
app_109595,3.62602191676e-275
app_109596,2.29662789669e-274
app_109597,6.45399620745e-272
app_109598,2.95166939615e-273
app_109599,1.77133563108e-277
app_109600,2.33201643074e-276
app_109601,5.32215780473e-271
app_109602,3.18038285522e-271
app_109603,4.34542567377e-271
app_109604,2.92809061751e-277
app_109605,2.97236544522e-274
app_109606,8.19028318534e-265
app_109607,1.73455077385e-274
app_109608,2.52116684884e-272
app_109609,3.76323508856e-276
app_109610,7.13525567658e-274
app_109611,2.54918116213e-271
app_109612,6.81851627166e-275
app_109613,9.97812545842e-274
app_109614,2.20835466357e-271
app_109615,7.87959038583e-282
app_109616,2.61313747054e-279
app_109617,4.53893300799e-273
app_109618,7.58676874596e-271
app_109619,1.00301442533e-273
app_109620,9.71081391971e-276
app_109621,2.73394287686e-276
app_109622,1.5944930517e-273
app_109623,5.28549047559e-271
app_109624,9.13843398343e-275
app_109625,2.31849501217e-273
app_109626,4.11822920593e-279
app_109627,7.9761439178e-272
app_109628,3.20279182292e-276
app_109629,1.49361425667e-272
app_109630,1.46036193896e-274
app_109631,1.11475268108e-270
app_109632,3.289532057e-273
app_109633,1.43864187806e-277
app_109634,6.92960383258e-271
app_109635,3.39548955578e-280
app_109636,3.95358405611e-277
app_109637,7.48751053917e-273
app_109638,9.71604766862e-278
app_109639,3.36552633523e-277
app_109640,2.04900887464e-279
app_109641,2.4618956007e-277
app_109642,7.04863171672e-275
app_109643,6.68380594486e-271
app_109644,6.99905382597e-85
app_109645,3.97234540782e-281
app_109646,2.55908781469e-277
app_109647,4.34232514547e-273
app_109648,3.34197983768e-278
app_109649,2.54345140947e-283
app_109650,1.89741454194e-276
app_109651,9.27905303495e-281
app_109652,5.54115132516e-274
app_109653,1.21178759072e-271
app_109654,1.5944930517e-273
app_109655,7.05940770055e-277
app_109656,6.27319082753e-274
app_109657,2.26968404195e-280
app_109658,1.41165105245e-276
app_109659,1.73455077385e-274
app_109660,1.01028633669e-271
app_109661,7.67306400628e-271
app_109662,1.2604819347e-274
app_109663,3.29637598219e-272
app_109664,1.11628560454e-271
app_109665,1.37921915724e-283
app_109666,2.23792937335e-271
app_109667,1.5944930517e-273
app_109668,2.92514172519e-267
app_109669,1.57681154256e-273
app_109670,9.84871107173e-277
app_109671,1.48023533779e-272
app_109672,9.73680189464e-284
app_109673,5.25499579457e-273
app_109674,2.58647475437e-282
app_109675,1.12125248914e-282
app_109676,3.96638383448e-270
app_109677,4.74400117363e-271
app_109678,7.54877772257e-271
app_109679,1.17906239127e-281
app_109680,3.23993872339e-282
app_109681,2.03141638485e-276
app_109682,1.38911983723e-277
app_109683,5.61306940103e-273
app_109684,4.47481576257e-277
app_109685,1.09062415256e-277
app_109686,2.06378945885e-275
app_109687,6.36317517002e-275
app_109688,8.36088041518e-276
app_109689,1.55384206496e-271
app_109690,3.26896292708e-271
app_109691,1.47520304313e-279
app_109692,4.70114453043e-275
app_109693,8.57975607943e-272
app_109694,7.13014029812e-271
app_109695,4.97962852202e-274
app_109696,1.48317816188e-272
app_109697,2.3270527662e-271
app_109698,1.50616631074e-276
app_109699,1.14707332474e-273
app_109700,4.5555964945e-271
app_109701,3.14896197058e-277
app_109702,1.16788463186e-279
app_109703,2.68549381777e-272
app_109704,1.29318867446e-278
app_109705,8.23662292858e-280
app_109706,1.83201825111e-271
app_109707,6.83196751871e-271
app_109708,1.44124047084e-270
app_109709,1.72210460419e-271
app_109710,2.58217135327e-278
app_109711,1.20758907657e-277
app_109712,5.15440826506e-282
app_109713,4.14347055273e-275
app_109714,1.41029571337e-276
app_109715,2.38781723357e-285
app_109716,1.67056461965e-273
app_109717,7.62357548483e-281
app_109718,3.6701431388e-275
app_109719,1.27513832067e-273
app_109720,1.27286635046e-271
app_109721,5.86601259144e-275
app_109722,1.03418155603e-277
app_109723,5.42915916178e-278
app_109724,2.41145511236e-273
app_109725,1.71612430934e-276
app_109726,9.45239976252e-272
app_109727,1.58249152172e-282
app_109728,7.07530077555e-274
app_109729,8.7636421998e-272
app_109730,3.71317863839e-283
app_109731,2.56522124569e-273
app_109732,6.91067191192e-273
app_109733,9.39795938174e-281
app_109734,3.54207869275e-278
app_109735,4.55405367639e-271
app_109736,4.72041125021e-273
app_109737,6.83196751871e-271
app_109738,6.66870149445e-276
app_109739,1.10446679217e-276
app_109740,3.96409484226e-265
app_109741,2.03362508481e-276
app_109742,8.45018177066e-282
app_109743,1.51302561442e-277
app_109744,2.08153148358e-271
app_109745,6.22439385947e-275
app_109746,7.75097842936e-276
app_109747,8.72179636919e-271
app_109748,3.30240625792e-273
app_109749,5.82274851939e-272
app_109750,6.16851605025e-275
app_109751,7.20108817241e-279
app_109752,4.54102826165e-274
app_109753,3.60374265463e-275
app_109754,1.43004759008e-277
app_109755,2.04566879071e-272
app_109756,1.07277752071e-270
app_109757,5.48503617268e-277
app_109758,2.24449532648e-274
app_109759,4.81137164415e-271
app_109760,6.43158924459e-271
app_109761,1.0853051952e-270
app_109762,2.20835466357e-271
app_109763,6.58715969993e-276
app_109764,9.86953654411e-274
app_109765,1.68982330019e-276
app_109766,5.2742302448e-276
app_109767,1.40790848459e-274
app_109768,3.98114737959e-274
app_109769,3.10350348018e-271
app_109770,2.74541310502e-273
app_109771,1.96334671074e-274
app_109772,9.72696457305e-276
app_109773,1.52315733575e-274
app_109774,7.48751053917e-273
app_109775,6.9162537494e-281
app_109776,7.25484698402e-273
app_109777,6.92960383258e-271
app_109778,1.35596330338e-271
app_109779,2.53824768554e-275
app_109780,6.81936458668e-273
app_109781,2.6361427485e-271
app_109782,1.13788500331e-273
app_109783,1.02821471897e-277
app_109784,1.08539350732e-281
app_109785,2.95859883935e-273
app_109786,1.3886537428e-282
app_109787,2.37448989498e-271
app_109788,3.94442688765e-281
app_109789,1.80167190739e-278
app_109790,2.09575550815e-272
app_109791,4.86994561278e-280
app_109792,2.68724782563e-282
app_109793,3.29601689334e-270
app_109794,1.32131281404e-277
app_109795,4.87613116677e-271
app_109796,2.70942561616e-275
app_109797,6.34852546887e-275
app_109798,3.77548030623e-274
app_109799,3.7883371193e-281
app_109800,1.07277752071e-270
app_109801,7.21980834492e-273
app_109802,8.50408373312e-274
app_109803,1.47121202669e-282
app_109804,3.80519182536e-271
app_109805,6.40180417482e-275
app_109806,5.7579922834e-272
app_109807,2.46342053505e-280
app_109808,2.83871081303e-272
app_109809,4.86765055264e-277
app_109810,1.036178556e-273
app_109811,6.23793142625e-275
app_109812,2.99378090883e-276
app_109813,1.23818080509e-281
app_109814,4.61260829171e-275
app_109815,2.8331423006e-278
app_109816,3.85268527043e-276
app_109817,1.4692173171e-274
app_109818,3.95881833048e-277
app_109819,6.55900024852e-271
app_109820,7.73671869373e-277
app_109821,4.52135295076e-272
app_109822,1.84317389571e-279
app_109823,6.83929257424e-282
app_109824,2.33545786379e-277
app_109825,1.52252675392e-274
app_109826,1.3720822435e-270
app_109827,2.93536581375e-271
app_109828,9.34903833618e-273
app_109829,8.00173920131e-273
app_109830,1.01028633669e-271
app_109831,2.22176094955e-274
app_109832,1.27981672207e-267
app_109833,2.77107520232e-277
app_109834,9.62541044345e-280
app_109835,4.23525162338e-271
app_109836,1.56396634948e-275
app_109837,7.28926654049e-275
app_109838,1.50670185259e-280
app_109839,1.51276906098e-274
app_109840,2.25700072009e-270
app_109841,1.16476829557e-276
app_109842,4.28646066885e-275
app_109843,2.15314021442e-277
app_109844,4.00580257259e-272
app_109845,3.82146195217e-277
app_109846,3.78106811311e-276
app_109847,1.44398060482e-284
app_109848,4.05899468616e-276
app_109849,9.101783398e-274
app_109850,7.84851458023e-276
app_109851,6.67375961492e-276
app_109852,1.40342218138e-274
app_109853,1.18241824051e-272
app_109854,1.26598642725e-283
app_109855,5.6684895855e-275
app_109856,3.01715497339e-283
app_109857,6.70800659346e-275
app_109858,5.50454721637e-271
app_109859,6.55856347403e-271
app_109860,1.92539694788e-275
app_109861,2.34943405048e-274
app_109862,4.62738810441e-275
app_109863,7.26341575057e-280
app_109864,4.21871265708e-274
app_109865,9.08595458315e-284
app_109866,3.87308488986e-274
app_109867,2.28512528666e-276
app_109868,1.78108778809e-273
app_109869,4.72041125021e-273
app_109870,8.53582016149e-278
app_109871,1.38783015709e-273
app_109872,3.76121418914e-274
